seqno,noref,nama,alamat1,alamat2,alamat3,kota,kodepos,tglupl,tipe,serv_type,HARGA
201701300128MG,009848132MG,I GUSTI NYOMAN ARI S,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300129MG,001555309MG,I NYOMAN SUARWIJANA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300130MG,001153408MG,NANI SARI HIDAYAT C/,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300131MG,000965593MG,NI MADE WITARIANI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300132MG,001196043MG,SRI WINANDARIE C/O J,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300133MG,001243918MG,SYAMSUNALDI C/O SYAM,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300134MG,001571928MG,YANITAMA PUTRI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300135MG,001525213MG,IMAMUDDIN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300136MG,001554949MG,IRA RAHMAWATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300137MG,000025479MG,ACHMAD BASRI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300138MG,000969890MG,ADANINGGAR KURNIAWAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300139MG,001013526MG,AGUSTINA TENGGANO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300140MG,001272352MG,AGUSTINA TNUNAY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300141MG,001092819MG,AHMAD ALAMSYAH C/O S,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300142MG,002114142MG,AHMAD FURQON C/O SRI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300143MG,001545436MG,AHMAD YUDISTIRA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300144MG,000887216MG,AKMAL BUDI YULIANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300145MG,004339807MG,ALDY YUSRA RANGKUTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300146MG,000954776MG,ALMIRA KRISTA C/O RA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300147MG,010139691MG,AMELIA PURWANTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300148MG,005326088MG,ANDY LIBERTY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300149MG,001555756MG,ANTOK SETIAWAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300150MG,001515953MG,ARIES SETYA NUGRAHA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300151MG,000055917MG,ARIESHNA ZULFIA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300152MG,001574814MG,ARIF BASUKI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300153MG,001557219MG,ARY MULYANI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300154MG,005350041MG,ASIMA NAINGGOLAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300155MG,000966894MG,AUDI TITAHELUW,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300156MG,001484023MG,AYANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300157MG,001515765MG,BADIA NI PARTAHI NAI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300158MG,009514304MG,BAYU PUTRO UTOMO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300159MG,001549356MG,BETHARIA RURY HANNA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300160MG,007732368MG,BUNGA DWI BINTARI C/,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300161MG,007732368MG,BUNGA DWI BINTARI C/,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300162MG,007732368MG,BUNGA DWI BINTARI C/,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300163MG,001725100MG,CAHAYA SISWA UTAMI C,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300164MG,001576235MG,CAHYANTO HADI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300165MG,001526202MG,CATHERINE,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300166MG,000960806MG,CHEAH SIOE KIAM,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300167MG,001042977MG,CICILIA HASUGIAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300168MG,001567955MG,CITRA SENJA YULIANA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300169MG,001603434MG,CITRAJENG KARTIKA LE,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300170MG,001146950MG,CUMIATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300171MG,001146950MG,CUMIATI C/O GUNAWAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300172MG,008878271MG,DANI ARYANI C/O MUCH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300173MG,001560432MG,DANNIS PRATAMA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300174MG,008528104MG,DEDE RYAN SUDHANA C/,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300175MG,001593532MG,DELLIANA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300176MG,010056896MG,DEVI SWASTIKA IMANIA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300177MG,008207246MG,DEWI BALKIS,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300178MG,006340587MG,DEWINA RISTIANI C/O,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300179MG,001045842MG,DIAH RATU,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300180MG,001584491MG,DIAN RAHMAWATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300181MG,001548602MG,DIRLAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300182MG,010175259MG,DJUWITA TJANDRA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300183MG,001518137MG,DODDY SUTANDY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300184MG,001040327MG,DRH.KARPAN SUKANA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300185MG,001040327MG,DRH.KARPAN SUKANA C/,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300186MG,001549499MG,DWI HARI SHANTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300187MG,000966798MG,DWISAPTO DEDDY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300188MG,001791318MG,EDO KUSUMA C/O NOVAL,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300189MG,000965423MG,EDWIN PASARIBU,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300190MG,000970468MG,EFFENDI KARO KARO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300191MG,001383572MG,EFTIANI FUJI SAPUTRO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300192MG,001383572MG,EFTIANI FUJI SAPUTRO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300193MG,001383572MG,EFTIANI FUJI SAPUTRO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300194MG,001534551MG,EKO NUGROHO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300195MG,001560213MG,EKO RAHAYU ROFIATUN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300196MG,001387541MG,ELIAS JHONVERY SITAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300197MG,010154209MG,ELIS PURWATININGSIH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300198MG,002060857MG,ENDA SUHENDRA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300199MG,000883459MG,ENDANG RAHWIANA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300200MG,001558424MG,ENDRI NURHAYATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300201MG,000187941MG,ENNY EKASARI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300202MG,001546555MG,ERNA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300203MG,000965591MG,ESTHER JUANITA ARITO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300204MG,000965591MG,ESTHER JUANITA ARITO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300205MG,010151435MG,EVI FINARSIH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300206MG,001605503MG,EVI HERMAWANTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300207MG,001566249MG,EVY HASANAH SINTAULI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300208MG,001568107MG,FADHILAH RAHMAH APRI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300209MG,001563304MG,FELORENGKY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300210MG,001420049MG,FERDY LIMENGKA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300211MG,002110478MG,FORDDHANTO BIMANTORO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300212MG,001565247MG,FREDY SEPTIAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300213MG,001600046MG,GINA ROSE SINTAMAYA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300214MG,009926565MG,HADI RAHMAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300215MG,001691437MG,HANDY IRAWAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300216MG,001606624MG,HANNY JUWITASARY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300217MG,001550105MG,HARI SETIADI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300218MG,000188604MG,HARYANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300219MG,001536270MG,HASAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300220MG,006227264MG,HASTY PRAVITA SARI C,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300221MG,000570179MG,HEIDY INGRID SALONDE,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300222MG,001430601MG,HENDIJ OVIAN TOLOLIU,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300223MG,001536329MG,HENDRA ANDREAS BUDHI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300224MG,001589156MG,HENNI TANJANRI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300225MG,001593225MG,HENNY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300226MG,001574424MG,HERAWATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300227MG,001536116MG,HERAWATY KARNAGI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300228MG,001548466MG,HERIYANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300229MG,001524397MG,HERLINA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300230MG,001561702MG,HERLINA WATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300231MG,001100049MG,HERNITA SARAGIH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300232MG,008389905MG,HERWANDI TJEN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300233MG,001596197MG,HERY DJOKO MUARTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300234MG,001544191MG,HIDAYATULLOH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300235MG,001470119MG,HILDA RAHMAYANTI AZ,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300236MG,001559301MG,IHWAN ANWARI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300237MG,001555329MG,IMAS HADIJAH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300238MG,001187829MG,INDIRAWATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300239MG,001554784MG,INDRI DESMYANTHI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300240MG,001552219MG,INDRI FITRIASARI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300241MG,000953225MG,INTAN ARTHA RINI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300242MG,001549917MG,INTAN MUTIA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300243MG,001589680MG,IRMA SUBKHIJATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300244MG,001560369MG,ISTIATI TOHAMI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300245MG,001576679MG,ITA LUSITA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300246MG,010154487MG,JIMMY ARDIANSYAH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300247MG,001576934MG,JOSEP LEONARD MATEUS,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300248MG,001554506MG,JOSEPH GLEN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300249MG,001108503MG,JOSEPHINE MANTIK,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300250MG,000959048MG,JULI HARI SUSANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300251MG,001204100MG,JUNAEDI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300252MG,001593804MG,JUPAN MOHAMAD,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300253MG,001593804MG,JUPAN MOHAMAD C/O LA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300254MG,010013816MG,JUSMANIAR,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701300255MG,001573540MG,KANIA FATMA DEWI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
